更新时间,#genre#
CCTV-3,http://123.56.129.203:4310/rtp/225.1.8.92:8000
CCTV-3,http://123.117.36.74:4001/rtp/239.3.1.172:8001$1920x1080
CCTV-3,http://123.121.93.25:8686/rtp/239.3.1.172:8001$1920x1080
CCTV-3,http://114.249.229.59:8012/rtp/239.3.1.172:8001$1920x1080
CCTV-3,http://111.196.131.46:20000/rtp/239.3.1.172:8001$1920x1080
CCTV-3,http://114.246.180.128:4022/rtp/239.3.1.172:8001$1920x1080
CCTV-3,http://115.234.227.164:8808/udp/233.50.200.107:5140$1920x1080
CCTV-3,http://36.35.16.98:9901/tsfile/live/0001_40.m3u8?key=txiptv&playlive=0&authid=0
CCTV-3,http://kxrj.site:35455/ysptp/cctv3.m3u8$1920x1080
CCTV-3,http://222.218.158.86:8181/tsfile/live/0003_1.m3u8
CCTV-3,http://123.56.129.203:2604/rtp/225.1.8.88:8000
CCTV-3,http://59.173.243.210:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000013682/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000013682
CCTV-3,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265003/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265003&livemode=1&stbId=no
CCTV-3,http://p.ytelc.com/169l/0/aikan.php?id=cctv3
CCTV-3,http://222.218.158.76:8181/tsfile/live/0003_1.m3u8$1920x1080
CCTV-4,http://222.64.214.39:8899/rtp/239.45.0.2:5140$1920x1080
CCTV-4,http://139.196.151.191:2051/rtp/239.45.0.2:5140
CCTV-4,http://106.57.0.102:55555/rtp/239.200.200.19:8216$1920x1080
CCTV-4,http://106.57.0.102:55555/rtp/239.200.201.180:4220$1920x1080
CCTV-4,http://123.56.129.203:4310/rtp/225.1.8.4:8092
CCTV-4,http://123.56.129.203:4310/rtp/225.1.8.104:8216
CCTV-4,http://123.117.36.74:4001/rtp/239.3.1.105:8092$1920x1080
CCTV-4,http://123.121.93.25:8686/rtp/239.3.1.105:8092$1920x1080
CCTV-4,http://114.249.229.59:8012/rtp/239.3.1.105:8092$1920x1080
CCTV-4,http://111.196.131.46:20000/rtp/239.3.1.105:8092$1920x1080
CCTV-4,http://www.joaolei.cn:55667/php/yw/咪咕.php?id=cctv4o$1920x1080
CCTV-4,http://tvbox6.icu/tv/migu.php?id=cctv4o
CCTV-4,http://121.24.98.154:8090/hls/12/index.m3u8
CCTV-4,http://101.43.66.162/migunew.php?id=cctv4a
CCTV-4,http://tvbox6.icu/tv/migu.php?id=cctv4a
CCTV-4,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031102/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031102
CCTV-4,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265004/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265004&livemode=1&stbId=no
CCTV-4,http://222.218.158.76:8181/tsfile/live/0004_1.m3u8$1920x1080
CCTV-4,http://60.12.183.46:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-4,http://119.163.63.188:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://222.64.214.39:8899/rtp/239.45.1.69:5140$1920x1080
CCTV-5,http://139.196.151.191:2051/rtp/239.45.1.69:5140
CCTV-5,http://106.57.0.102:55555/rtp/239.200.200.10:9008$1920x1080
CCTV-5,http://123.56.129.203:4310/rtp/225.1.8.89:8000
CCTV-5,http://123.56.129.203:4310/rtp/225.1.8.93:8000
CCTV-5,http://123.117.36.74:4001/rtp/239.3.1.173:8001$1920x1080
CCTV-5,http://123.121.93.25:8686/rtp/239.3.1.173:8001$1920x1080
CCTV-5,http://114.249.229.59:8012/rtp/239.3.1.173:8001$1920x1080
CCTV-5,http://111.196.131.46:20000/rtp/239.3.1.173:8001$1920x1080
CCTV-5,http://114.246.180.128:4022/rtp/239.3.1.173:8001$1920x1080
CCTV-5,http://www.joaolei.cn:55667/php/yw/咪咕.php?id=cctv5$1920x1080
CCTV-5,http://123.129.70.178:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://210.22.75.86:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV-5,http://36.35.16.98:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-5,http://139.196.228.200:5678/mghd1080.php?id=cctv5$1920x1080
CCTV-5,https://stream1.freetv.fun/ipv6-cctv-5-12.m3u8
CCTV-5,http://1732e975z9.zicp.fun:8082/hls/5/index.m3u8
CCTV-5,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265005
CCTV-5,http://124.128.73.58:9901/tsfile/live/0005_1.m3u8
CCTV-5,http://1.24.190.98:10089/hls/9/index.m3u8$1920x1080
CCTV-5+,http://106.57.0.102:55555/rtp/239.200.200.9:8004$1920x1080
CCTV-5+,http://123.117.36.74:4001/rtp/239.3.1.130:8004$1920x1080
CCTV-5+,http://123.121.93.25:8686/rtp/239.3.1.130:8004$1920x1080
CCTV-5+,http://114.249.229.59:8012/rtp/239.3.1.130:8004$1920x1080
CCTV-5+,http://111.196.131.46:20000/rtp/239.3.1.130:8004$1920x1080
CCTV-5+,http://114.246.180.128:4022/rtp/239.3.1.130:8004$1920x1080
CCTV-5+,http://111.199.232.88:18888/rtp/239.3.1.130:8004$1920x1080
CCTV-5+,http://123.113.187.204:8000/rtp/239.3.1.130:8004$1920x1080
CCTV-5+,http://221.218.157.61:3527/rtp/239.3.1.130:8004$1920x1080
CCTV-5+,http://beijing_unicom_udpxy_114_254_2222_1.isus.cc:2222/rtp/239.3.1.130:8004$1920x1080
CCTV-5+,http://www.joaolei.cn:55667/php/yw/咪咕.php?id=cctv5p$1920x1080
CCTV-5+,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=ystenlive&Contentid=1000000005000265016&livemode=1&stbId=3
CCTV-5+,http://kxrj.site:998/123/mg.php?id=cctv5p$1920x1080
CCTV-5+,http://39.98.201.151:9090/udp/225.1.8.20:8004
CCTV-5+,http://58.48.5.186:1111/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,http://1b6467f415.iok.la:9931/tsfile/live/1025_1.m3u8
CCTV-5+,http://kxrj.site:35455/itv/6000000001000015875.m3u8?cdn=wasusyt$1920x1080
CCTV-5+,http://122.9.151.210:887/rtp/238.255.2.185:5999
CCTV-5+,http://123.182.60.29:9002/hls/17/index.m3u8
CCTV-5+,http://58.57.21.166:9901/tsfile/live/0016_1.m3u8
CCTV-6,http://222.64.214.39:8899/rtp/239.45.1.70:5140$1920x1080
CCTV-6,http://139.196.151.191:2051/rtp/239.45.1.70:5140
CCTV-6,http://106.57.0.102:55555/rtp/239.200.200.21:9020$1920x1080
CCTV-6,http://123.56.129.203:4310/rtp/225.1.8.84:8000
CCTV-6,http://123.56.129.203:4310/rtp/225.1.8.90:8000
CCTV-6,http://123.117.36.74:4001/rtp/239.3.1.174:8001$1920x1080
CCTV-6,http://123.121.93.25:8686/rtp/239.3.1.174:8001$1920x1080
CCTV-6,http://114.249.229.59:8012/rtp/239.3.1.174:8001$1920x1080
CCTV-6,http://111.196.131.46:20000/rtp/239.3.1.174:8001$1920x1080
CCTV-6,http://114.246.180.128:4022/rtp/239.3.1.174:8001$1920x1080
CCTV-6,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000001737/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=no
CCTV-6,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265006/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265006&livemode=1&stbId=no
CCTV-6,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265006
CCTV-6,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://59.173.243.210:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://115.234.227.164:8808/udp/233.50.200.109:5140$1920x1080
CCTV-6,http://tvbox6.icu/tv/migu.php?id=cctv6
CCTV-6,http://58.57.21.166:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://123.56.129.203:2604/rtp/225.1.8.90:8000
CCTV-6,http://p.ytelc.com/169l/0/aikan.php?id=cctv6
CCTV-7,http://222.64.214.39:8899/rtp/239.45.3.56:5140$1920x1080
CCTV-7,http://139.196.151.191:2051/rtp/239.45.3.56:5140
CCTV-7,http://106.57.0.102:55555/rtp/239.200.200.22:8024$1920x1080
CCTV-7,http://123.56.129.203:4310/rtp/225.1.8.7:8104
CCTV-7,http://123.56.129.203:4310/rtp/225.1.8.107:8024
CCTV-7,http://123.117.36.74:4001/rtp/239.3.1.61:8104$1920x1080
CCTV-7,http://123.121.93.25:8686/rtp/239.3.1.61:8104$1920x1080
CCTV-7,http://114.249.229.59:8012/rtp/239.3.1.61:8104$1920x1080
CCTV-7,http://111.196.131.46:20000/rtp/239.3.1.61:8104$1920x1080
CCTV-7,http://114.246.180.128:4022/rtp/239.3.1.61:8104$1920x1080
CCTV-7,http://kxrj.site:35455/itv/1000000001000024341.m3u8?cdn=ystenlive$1920x1080
CCTV-7,http://123.145.24.146:8003/udp/225.0.4.127:7980$1920x1080
CCTV-7,http://124.128.73.58:9901/tsfile/live/0007_1.m3u8
CCTV-7,http://39.98.201.151:9090/udp/225.1.8.107:8024
CCTV-7,http://119.163.199.98:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://139.196.228.200:5678/mghd1080.php?id=cctv7$1920x1080
CCTV-7,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://p.ytelc.com/169l/0/aikan.php?id=cctv7
CCTV-7,http://221.0.78.198:1681/hls/10207/index.m3u8
CCTV-7,http://36.35.16.98:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-8,http://222.64.214.39:8899/rtp/239.45.1.71:5140$1920x1080
CCTV-8,http://139.196.151.191:2051/rtp/239.45.1.71:5140
CCTV-8,http://106.57.0.102:55555/rtp/239.200.200.72:9020$1920x1080
CCTV-8,http://123.56.129.203:4310/rtp/225.1.8.85:8000
CCTV-8,http://123.56.129.203:4310/rtp/225.1.8.91:8000
CCTV-8,http://123.117.36.74:4001/rtp/239.3.1.175:8001$1920x1080
CCTV-8,http://123.121.93.25:8686/rtp/239.3.1.175:8001$1920x1080
CCTV-8,http://114.249.229.59:8012/rtp/239.3.1.175:8001$1920x1080
CCTV-8,http://111.196.131.46:20000/rtp/239.3.1.175:8001$1920x1080
CCTV-8,http://114.246.180.128:4022/rtp/239.3.1.175:8001$1920x1080
CCTV-8,http://39.98.201.151:9090/udp/225.1.8.85:8000
CCTV-8,http://58.17.48.228:808/hls/8/index.m3u8
CCTV-8,http://116.117.105.198:8096/tsfile/live/0008_1.m3u8$1920x1080
CCTV-8,http://kxrj.site:35455/ysptp/cctv8.m3u8$1920x1080
CCTV-8,http://1732e975z9.zicp.fun:8082/hls/9/index.m3u8
CCTV-8,http://210.22.75.86:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://122.9.151.210:887/rtp/238.255.2.136:5999
CCTV-8,http://115.234.227.164:8808/udp/233.50.200.110:5140$1920x1080
CCTV-8,http://123.56.129.203:2604/rtp/225.1.8.85:8000
CCTV-8,http://113.57.20.158:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://222.64.214.39:8899/rtp/239.45.3.4:5140$1920x1080
CCTV-9,http://139.196.151.191:2051/rtp/239.45.3.4:5140
CCTV-9,http://106.57.0.102:55555/rtp/239.200.200.24:8032$1920x1080
CCTV-9,http://123.56.129.203:4310/rtp/225.1.8.9:8112
CCTV-9,http://123.56.129.203:4310/rtp/225.1.8.109:8032
CCTV-9,http://123.117.36.74:4001/rtp/239.3.1.62:8112$1920x1080
CCTV-9,http://123.121.93.25:8686/rtp/239.3.1.62:8112$1920x1080
CCTV-9,http://114.249.229.59:8012/rtp/239.3.1.62:8112$1920x1080
CCTV-9,http://111.196.131.46:20000/rtp/239.3.1.62:8112$1920x1080
CCTV-9,http://114.246.180.128:4022/rtp/239.3.1.62:8112$1920x1080
CCTV-9,http://219.159.194.66:8181/tsfile/live/faacts/0009_1.m3u8$1920x1080
CCTV-9,http://119.163.199.98:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://222.218.158.76:8181/tsfile/live/0009_1.m3u8$1920x1080
CCTV-9,http://kxrj.site:35455/ysptp/cctv9.m3u8$1920x1080
CCTV-9,http://124.128.73.58:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV-9,http://101.43.66.162/migunew.php?id=cctv9
CCTV-9,http://1732e975z9.zicp.fun:8082/hls/10/index.m3u8
CCTV-9,http://124.128.73.58:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://61.138.128.226:19901/tsfile/live/0009_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://60.12.183.46:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-10,http://222.64.214.39:8899/rtp/239.45.3.8:5140$1920x1080
CCTV-10,http://139.196.151.191:2051/rtp/239.45.3.8:5140
CCTV-10,http://106.57.0.102:55555/rtp/239.200.200.107:8116$1920x1080
CCTV-10,http://123.56.129.203:4310/rtp/225.1.8.10:8116
CCTV-10,http://123.56.129.203:4310/rtp/225.1.8.110:8228
CCTV-10,http://123.117.36.74:4001/rtp/239.3.1.63:8116$1920x1080
CCTV-10,http://123.121.93.25:8686/rtp/239.3.1.63:8116$1920x1080
CCTV-10,http://114.249.229.59:8012/rtp/239.3.1.63:8116$1920x1080
CCTV-10,http://111.196.131.46:20000/rtp/239.3.1.63:8116$1920x1080
CCTV-10,http://114.246.180.128:4022/rtp/239.3.1.63:8116$1920x1080
CCTV-10,http://222.134.245.16:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://www.zzlag.top:9087/tsfile/live/1019_1.m3u8?key=txiptv
CCTV-10,http://219.159.194.66:8181/tsfile/live/faacts/0010_1.m3u8$1920x1080
CCTV-10,http://39.98.201.151:9090/udp/225.1.8.110:8228
CCTV-10,http://124.128.73.58:9901/tsfile/live/0010_1.m3u8
CCTV-10,http://121.24.98.232:8090/hls/18/index.m3u8
CCTV-10,http://123.182.60.29:9002/hls/10/index.m3u8
CCTV-10,http://139.196.151.191:6846/rtp/239.45.3.8:5140
CCTV-10,http://58.57.21.166:9901/tsfile/live/0010_1.m3u8
CCTV-10,http://58.57.21.166:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://222.64.214.39:8899/rtp/239.45.1.196:5140$1920x1080
CCTV-11,http://139.196.151.191:2051/rtp/239.45.1.196:5140
CCTV-11,http://106.57.0.102:55555/rtp/239.200.201.125:8480$1920x1080
CCTV-11,http://123.56.129.203:4310/rtp/225.1.8.73:8120
CCTV-11,http://123.56.129.203:4310/rtp/225.1.8.111:8040
CCTV-11,http://123.117.36.74:4001/rtp/239.3.1.152:8120$1920x1080
CCTV-11,http://123.121.93.25:8686/rtp/239.3.1.152:8120$1920x1080
CCTV-11,http://114.249.229.59:8012/rtp/239.3.1.152:8120$1920x1080
CCTV-11,http://111.196.131.46:20000/rtp/239.3.1.152:8120$1920x1080
CCTV-11,http://114.246.180.128:4022/rtp/239.3.1.152:8120$1920x1080
CCTV-11,http://kxrj.site:998/123/mg.php?id=cctv11$1920x1080
CCTV-11,http://139.196.151.191:6846/rtp/239.45.1.196:5140
CCTV-11,http://123.56.129.203:2604/rtp/225.1.8.73:8120
CCTV-11,http://116.128.242.83:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://61.138.128.226:19901/tsfile/live/0011_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://tvbox6.icu/tv/migu.php?id=cctv11
CCTV-11,http://202.100.46.58:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://222.218.158.86:8181/tsfile/live/0011_1.m3u8
CCTV-11,http://58.57.21.166:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265011/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=no
CCTV-12,http://222.64.214.39:8899/rtp/239.45.3.10:5140$1920x1080
CCTV-12,http://139.196.151.191:2051/rtp/239.45.3.10:5140
CCTV-12,http://106.57.0.102:55555/rtp/239.200.200.27:8232$1920x1080
CCTV-12,http://123.56.129.203:4310/rtp/225.1.8.12:8124
CCTV-12,http://123.56.129.203:4310/rtp/225.1.8.112:8232
CCTV-12,http://123.117.36.74:4001/rtp/239.3.1.64:8124$1920x1080
CCTV-12,http://123.121.93.25:8686/rtp/239.3.1.64:8124$1920x1080
CCTV-12,http://114.249.229.59:8012/rtp/239.3.1.64:8124$1920x1080
CCTV-12,http://111.196.131.46:20000/rtp/239.3.1.64:8124$1920x1080
CCTV-12,http://114.246.180.128:4022/rtp/239.3.1.64:8124$1920x1080
CCTV-12,http://39.98.201.151:9090/udp/225.1.8.112:8232
CCTV-12,http://111.14.181.15:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://121.24.98.232:8090/hls/20/index.m3u8
CCTV-12,http://121.24.98.154:8090/hls/20/index.m3u8
CCTV-12,http://219.159.194.66:8181/tsfile/live/faacts/0012_1.m3u8$1920x1080
CCTV-12,http://124.128.73.58:9901/tsfile/live/0012_1.m3u8
CCTV-12,http://kxrj.site:35455/ysptp/cctv12.m3u8$1920x1080
CCTV-12,http://www.joaolei.cn:55667/php/yw/咪咕.php?id=cctv12$1920x1080
CCTV-12,http://223.151.49.74:59901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://58.48.5.186:1111/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://222.64.214.39:8899/rtp/239.45.1.198:5140$1920x1080
CCTV-13,http://139.196.151.191:2051/rtp/239.45.1.198:5140
CCTV-13,http://106.57.0.102:55555/rtp/239.200.200.4:8484$1920x1080
CCTV-13,http://123.56.129.203:4310/rtp/225.1.8.168:8130
CCTV-13,http://123.56.129.203:4310/rtp/225.1.1.10:8128
CCTV-13,http://123.117.36.74:4001/rtp/239.3.1.124:8128$1920x1080
CCTV-13,http://123.121.93.25:8686/rtp/239.3.1.124:8128$1920x1080
CCTV-13,http://114.249.229.59:8012/rtp/239.3.1.124:8128$1920x1080
CCTV-13,http://111.196.131.46:20000/rtp/239.3.1.124:8128$1920x1080
CCTV-13,http://114.246.180.128:4022/rtp/239.3.1.124:8128$1920x1080
CCTV-13,http://27.10.129.243:8001/udp/225.0.4.219:7980$1920x1080
CCTV-13,http://119.163.228.205:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://58.48.37.158:1111/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://58.57.21.166:9901/tsfile/live/0013_1.m3u8
CCTV-13,http://tvbox6.icu/tv/migu.php?id=cctv13
CCTV-13,http://223.151.49.74:59901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://39.98.201.151:9090/udp/225.1.1.10:8128
CCTV-13,http://116.128.242.83:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://218.3.138.25:1111/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://122.9.151.210:887/rtp/238.255.2.16:5999
CCTV-14,http://222.64.214.39:8899/rtp/239.45.3.23:5140$1920x1080
CCTV-14,http://139.196.151.191:2051/rtp/239.45.3.23:5140
CCTV-14,http://106.57.0.102:55555/rtp/239.200.200.28:8236$1920x1080
CCTV-14,http://123.56.129.203:4310/rtp/225.1.8.14:8132
CCTV-14,http://123.56.129.203:4310/rtp/225.1.8.114:8236
CCTV-14,http://123.117.36.74:4001/rtp/239.3.1.65:8132$1920x1080
CCTV-14,http://123.121.93.25:8686/rtp/239.3.1.65:8132$1920x1080
CCTV-14,http://114.249.229.59:8012/rtp/239.3.1.65:8132$1920x1080
CCTV-14,http://111.196.131.46:20000/rtp/239.3.1.65:8132$1920x1080
CCTV-14,http://114.246.180.128:4022/rtp/239.3.1.65:8132$1920x1080
CCTV-14,http://139.196.151.191:6846/rtp/239.45.3.23:5140
CCTV-14,http://fangke.blueswords.com:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv14$1920x1080
CCTV-14,http://202.100.46.58:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://122.139.47.206:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-14,http://www.zzlag.top:9087/tsfile/live/1023_1.m3u8?key=txiptv
CCTV-14,http://58.57.21.166:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://www.joaolei.cn:55667/php/yw/咪咕.php?id=cctv14$1920x1080
CCTV-14,http://61.163.181.78:9901/tsfile/live/0014_1.m3u8
CCTV-14,http://kxrj.site:998/123/mg.php?id=cctv14$1920x1080
CCTV-15,http://222.64.214.39:8899/rtp/239.45.1.200:5140$1920x1080
CCTV-15,http://139.196.151.191:2051/rtp/239.45.1.200:5140
CCTV-15,http://106.57.0.102:55555/rtp/239.200.201.112:8496$1920x1080
CCTV-15,http://123.56.129.203:4310/rtp/225.1.8.74:8136
CCTV-15,http://123.56.129.203:4310/rtp/225.1.8.115:8052
CCTV-15,http://123.117.36.74:4001/rtp/239.3.1.153:8136$1920x1080
CCTV-15,http://123.121.93.25:8686/rtp/239.3.1.153:8136$1920x1080
CCTV-15,http://114.249.229.59:8012/rtp/239.3.1.153:8136$1920x1080
CCTV-15,http://111.196.131.46:20000/rtp/239.3.1.153:8136$1920x1080
CCTV-15,http://114.246.180.128:4022/rtp/239.3.1.153:8136$1920x1080
CCTV-15,http://101.43.66.162/migunew.php?id=cctv15
CCTV-15,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000011000031109/index.m3u8?channel-id=bestzb&Contentid=5000000011000031109&livemode=1&stbId=no
CCTV-15,http://219.159.194.66:8181/tsfile/live/faacts/0015_1.m3u8$1920x1080
CCTV-15,http://121.24.98.154:8090/hls/23/index.m3u8
CCTV-15,http://58.19.38.162:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://222.218.158.76:8181/tsfile/live/0015_1.m3u8$1920x1080
CCTV-15,http://124.128.73.58:9901/tsfile/live/0015_1.m3u8
CCTV-15,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265014/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265014&livemode=1&stbId=no
CCTV-15,http://116.95.218.241:9999/udp/239.125.1.102:4120$1920x1080
CCTV-15,http://139.196.151.191:6846/rtp/239.45.1.200:5140
CCTV-16,http://106.57.0.102:55555/rtp/239.200.200.193:8776$1920x1080
CCTV-16,http://123.117.36.74:4001/rtp/239.3.1.183:8001$1920x1080
CCTV-16,http://123.121.93.25:8686/rtp/239.3.1.183:8001$1920x1080
CCTV-16,http://114.249.229.59:8012/rtp/239.3.1.183:8001$1920x1080
